order_id,user_id,status,num_of_item,total_sale_price,created_at,traffic_source
401,44712,Returned,3,139.9,2023-12-11 18:59:09.434560,Organic
402,43280,Complete,1,9.63,2023-12-11 21:18:25.444429,Display
403,11793,Complete,1,27.87,2023-12-12 07:34:59.716836,Organic
404,28261,Processing,2,124.06,2023-12-12 12:36:56.826296,Search
405,47448,Processing,4,172.9,2023-12-13 11:22:04.883461,Email
406,43883,Complete,2,124.12,2023-12-13 14:13:27.324574,Search
407,24002,Returned,1,52.96,2023-12-13 19:03:49.805443,Search
408,46266,Complete,2,43.41,2023-12-14 17:32:29.274640,Organic
409,16619,Complete,4,123.82,2023-12-14 19:32:06.543810,Email
410,20286,Processing,2,61.85,2023-12-14 20:14:35.622913,Organic
411,28356,Complete,1,28.07,2023-12-14 23:11:19.007837,Organic
412,29887,Complete,2,72.7,2023-12-15 02:14:36.990390,Organic
413,42561,Returned,1,39.49,2023-12-15 02:45:40.999643,Email
414,31290,Returned,3,137.0,2023-12-15 07:06:38.210121,Search
415,36748,Complete,1,23.01,2023-12-15 12:18:27.847815,Organic
416,10472,Complete,1,97.1,2023-12-15 16:40:01.629280,Email
417,9640,Cancelled,1,66.75,2023-12-16 12:24:42.161736,Facebook
418,7918,Shipped,1,15.99,2023-12-16 21:34:34.418777,Search
419,31865,Complete,1,42.7,2023-12-17 19:14:50.512684,Search
420,20167,Returned,3,225.33,2023-12-18 04:52:59.936341,Organic
421,3280,Returned,1,48.09,2023-12-19 21:36:48.789315,Organic
422,44951,Cancelled,3,153.86,2023-12-20 05:51:15.507856,Organic
423,31014,Processing,1,26.03,2023-12-20 06:01:25.157181,Email
424,33139,Complete,1,99.36,2023-12-21 08:17:04.744967,Display
425,24650,Processing,4,125.61,2023-12-21 21:27:26.885730,Display
426,33234,Complete,2,47.62,2023-12-22 15:41:41.615193,Search
427,40028,Returned,4,100.58,2023-12-22 23:50:22.750217,Email
428,47341,Returned,1,26.39,2023-12-23 15:37:21.288777,Organic
429,2201,Complete,1,47.21,2023-12-23 22:16:10.411927,Facebook
430,33382,Complete,1,26.23,2023-12-24 15:30:46.478671,Organic
431,35616,Shipped,3,114.39,2023-12-24 23:59:11.142396,Email
432,49056,Complete,2,72.05,2023-12-25 12:47:51.781912,Display
433,14992,Complete,2,35.61,2023-12-26 03:35:29.045462,Search
434,3733,Complete,2,58.47,2023-12-26 05:41:38.245177,Search
435,33411,Complete,1,14.11,2023-12-26 13:08:49.896980,Email
436,35743,Shipped,1,40.12,2023-12-26 23:35:08.926521,Email
437,44351,Shipped,1,17.31,2023-12-27 00:39:06.402247,Search
438,17297,Complete,1,89.79,2023-12-27 05:46:18.780793,Organic
439,20302,Complete,2,95.81,2023-12-27 16:50:22.671048,Email
440,1943,Complete,1,18.07,2023-12-28 23:26:38.024366,Organic
441,39503,Complete,1,67.54,2023-12-29 00:04:06.584591,Organic
442,7542,Shipped,2,81.65,2023-12-29 05:29:23.312972,Facebook
443,16503,Cancelled,2,51.16,2023-12-29 20:02:17.648559,Organic
444,29750,Complete,1,27.73,2023-12-30 02:09:44.309573,Display
445,49404,Complete,2,53.58,2023-12-30 16:52:18.649792,Search
446,6231,Complete,1,76.02,2023-12-30 17:52:31.444709,Email
447,9035,Complete,1,31.76,2023-12-30 19:12:44.109190,Organic
448,12289,Complete,3,121.06,2023-12-31 06:50:59.918728,Facebook
449,46043,Shipped,2,77.78,2023-12-31 09:25:07.651084,Search
450,38152,Returned,1,35.01,2024-01-01 02:33:22.655961,Facebook
451,31212,Complete,2,121.43,2024-01-01 11:58:37.658506,Search
452,39464,Complete,1,42.3,2024-01-01 18:12:12.182697,Organic
453,8781,Complete,1,57.6,2024-01-02 03:01:10.929342,Organic
454,11861,Returned,1,9.07,2024-01-03 10:11:17.398555,Search
455,7618,Complete,1,12.95,2024-01-04 04:00:09.293008,Organic
456,8159,Complete,2,68.41,2024-01-04 12:47:09.831225,Email
457,10859,Complete,1,12.6,2024-01-05 05:47:46.577835,Search
458,33635,Complete,1,31.82,2024-01-05 09:02:56.645179,Search
459,16164,Complete,1,71.73,2024-01-05 13:33:08.094926,Organic
460,4595,Complete,3,159.31,2024-01-06 09:19:49.614428,Search
461,11433,Processing,3,54.54,2024-01-07 18:59:51.797292,Email
462,20638,Complete,1,18.96,2024-01-07 21:47:32.097103,Search
463,12613,Cancelled,1,26.17,2024-01-08 09:36:54.739075,Email
464,16589,Returned,2,63.53,2024-01-08 10:45:33.606774,Search
465,40013,Complete,1,59.39,2024-01-09 15:51:29.501759,Search
466,2310,Complete,2,80.13,2024-01-10 07:51:35.738624,Search
467,10077,Complete,1,26.84,2024-01-10 18:25:29.354257,Organic
468,26636,Complete,2,95.12,2024-01-10 23:04:34.808506,Organic
469,30935,Complete,1,93.57,2024-01-11 01:33:30.772925,Search
470,46149,Complete,3,79.56,2024-01-11 10:05:56.070937,Display
471,45325,Returned,2,48.35,2024-01-11 13:37:14.657455,Search
472,17555,Processing,1,18.51,2024-01-11 17:23:55.535228,Organic
473,47761,Complete,4,127.82,2024-01-12 06:46:37.711637,Facebook
474,47373,Complete,1,34.01,2024-01-12 09:27:08.841692,Organic
475,35358,Complete,3,193.71,2024-01-12 22:28:51.242480,Organic
476,29330,Returned,1,85.36,2024-01-13 11:57:15.480846,Organic
477,13145,Returned,1,54.6,2024-01-13 17:55:25.808282,Email
478,17736,Returned,2,68.08,2024-01-13 20:32:01.304745,Email
479,34655,Shipped,1,33.0,2024-01-14 07:41:25.026321,Organic
480,36240,Complete,1,76.96,2024-01-14 10:07:55.024567,Display
481,3783,Complete,3,90.95,2024-01-14 13:11:12.336961,Organic
482,17328,Returned,2,92.43,2024-01-16 09:52:55.032847,Email
483,18000,Returned,1,22.07,2024-01-16 09:53:25.343182,Email
484,42274,Complete,1,9.9,2024-01-16 14:14:49.541196,Search
485,8934,Complete,1,37.67,2024-01-16 16:48:30.976041,Email
486,46640,Complete,2,49.53,2024-01-17 02:30:30.709398,Organic
487,32904,Cancelled,3,93.08,2024-01-17 18:09:13.162076,Organic
488,30795,Complete,2,39.92,2024-01-18 03:21:28.495816,Organic
489,35743,Complete,3,159.21,2024-01-18 09:58:00.640851,Email
490,25737,Complete,1,21.4,2024-01-18 17:59:52.704538,Organic
491,1796,Cancelled,1,17.49,2024-01-19 20:29:05.585096,Facebook
492,1536,Complete,4,117.79,2024-01-19 22:56:51.521215,Email
493,2304,Returned,2,121.19,2024-01-20 02:01:15.055692,Organic
494,11375,Complete,2,145.04,2024-01-20 03:48:32.192907,Organic
495,28220,Complete,1,59.69,2024-01-20 13:04:46.881780,Email
496,7955,Shipped,1,26.24,2024-01-22 12:20:33.671339,Email
497,14911,Complete,3,154.5,2024-01-23 04:32:40.072262,Email
498,27729,Returned,4,114.57,2024-01-24 02:26:00.125864,Organic
499,34467,Complete,2,82.53,2024-01-24 08:57:48.755590,Email
500,5220,Returned,1,35.55,2024-01-24 09:40:41.212236,Email
501,32176,Complete,1,64.05,2024-01-24 12:34:29.119410,Search
502,17615,Returned,1,38.58,2024-01-26 11:49:49.788325,Search
503,18506,Complete,1,10.6,2024-01-26 11:51:08.704112,Organic
504,48715,Complete,1,15.44,2024-01-26 18:03:53.805489,Email
505,5552,Complete,1,60.66,2024-01-27 21:44:21.416342,Email
506,36003,Returned,1,24.34,2024-01-29 01:52:13.381865,Search
507,16027,Complete,1,76.79,2024-01-29 06:25:11.015451,Search
508,29271,Complete,2,59.84,2024-01-29 08:28:47.845025,Search
509,40184,Complete,1,13.82,2024-01-29 18:03:35.243817,Search
510,21668,Complete,1,67.73,2024-01-29 19:15:36.614987,Search
511,9673,Shipped,1,38.87,2024-02-02 02:25:53.095306,Search
512,9660,Processing,2,65.88,2024-02-02 06:08:32.652732,Organic
513,35017,Complete,3,251.18,2024-02-02 08:16:56.726727,Facebook
514,10761,Complete,1,74.52,2024-02-02 11:18:05.369655,Search
515,36091,Complete,1,17.78,2024-02-02 11:59:04.775892,Organic
516,37362,Complete,1,32.31,2024-02-03 17:27:08.471790,Email
517,33005,Complete,1,49.44,2024-02-05 23:42:41.572442,Organic
518,23453,Returned,1,57.48,2024-02-06 10:38:26.994935,Organic
519,23274,Complete,1,31.63,2024-02-06 13:00:01.918612,Organic
520,7924,Complete,2,140.29,2024-02-06 17:29:19.268507,Organic
521,12220,Complete,3,90.72,2024-02-07 14:40:22.511183,Email
522,28121,Returned,1,13.11,2024-02-08 04:23:28.894423,Facebook
523,4647,Returned,1,50.04,2024-02-08 05:47:57.323585,Email
524,14318,Returned,1,62.03,2024-02-09 00:05:45.213501,Search
525,3411,Complete,2,90.42,2024-02-09 07:55:19.309217,Email
526,11065,Complete,2,75.65,2024-02-09 12:42:41.799511,Search
527,32145,Complete,1,40.12,2024-02-09 19:58:06.580812,Display
528,22631,Returned,1,39.25,2024-02-09 20:36:06.161104,Organic
529,8729,Complete,1,50.52,2024-02-10 14:47:55.833704,Email
530,38066,Returned,2,89.48,2024-02-11 12:36:55.728350,Organic
531,21480,Shipped,1,42.16,2024-02-12 02:35:38.954909,Organic
532,37884,Returned,1,36.31,2024-02-12 18:55:51.441944,Search
533,29034,Complete,2,83.79,2024-02-12 20:44:53.311384,Email
534,25587,Complete,1,48.75,2024-02-13 01:18:05.895443,Organic
535,11193,Returned,1,16.9,2024-02-13 01:55:05.096725,Email
536,26986,Returned,1,32.2,2024-02-13 08:41:26.717099,Search
537,25028,Complete,2,59.05,2024-02-13 12:42:49.744502,Email
538,49627,Returned,1,19.09,2024-02-13 20:45:42.492043,Organic
539,262,Complete,2,67.2,2024-02-14 11:35:09.367069,Email
540,16287,Complete,4,172.19,2024-02-14 14:39:42.248208,Search
541,16001,Complete,1,19.62,2024-02-14 19:45:14.952735,Organic
542,13387,Complete,3,203.78,2024-02-15 08:42:15.479876,Organic
543,49622,Complete,2,68.65,2024-02-15 19:23:42.621147,Search
544,21310,Complete,2,84.99,2024-02-16 10:19:56.832355,Organic
545,44105,Complete,1,25.75,2024-02-17 08:34:11.828890,Organic
546,39007,Complete,1,18.9,2024-02-17 12:06:08.999666,Search
547,716,Shipped,3,174.74,2024-02-17 16:18:46.078414,Email
548,45546,Complete,3,107.61,2024-02-18 16:05:02.642110,Email
549,30059,Complete,3,137.0,2024-02-18 19:07:08.801021,Organic
550,19431,Complete,1,41.53,2024-02-18 20:05:49.447408,Organic
551,47588,Shipped,1,39.61,2024-02-19 03:09:58.788502,Search
552,16069,Processing,1,13.06,2024-02-20 05:30:29.353704,Organic
553,20230,Returned,1,25.9,2024-02-20 10:00:01.509752,Display
554,36871,Complete,1,9.78,2024-02-20 23:26:58.025628,Organic
555,34825,Complete,4,120.6,2024-02-21 08:59:54.406817,Organic
556,328,Returned,1,102.87,2024-02-21 20:28:21.206609,Email
557,2035,Complete,1,22.52,2024-02-21 22:02:50.755825,Facebook
558,3994,Returned,3,118.9,2024-02-24 22:16:54.517611,Email
559,10650,Returned,1,79.71,2024-02-25 05:52:52.056819,Search
560,42481,Complete,1,34.55,2024-02-25 10:55:40.526011,Organic
561,4097,Complete,1,34.71,2024-02-26 05:58:35.633455,Search
562,19191,Complete,2,99.76,2024-02-26 06:39:52.433980,Organic
563,28021,Complete,1,79.54,2024-02-26 13:44:50.587498,Facebook
564,48031,Returned,1,110.21,2024-02-27 08:04:56.649324,Facebook
565,40735,Returned,1,20.33,2024-02-27 10:00:10.704198,Facebook
566,15613,Complete,1,30.46,2024-02-28 07:32:07.710669,Facebook
567,8086,Complete,4,305.8,2024-02-28 12:14:07.021331,Facebook
568,27369,Complete,1,22.87,2024-02-28 13:36:15.433898,Display
569,34377,Complete,1,86.36,2024-02-28 23:39:06.795599,Email
570,1009,Complete,1,32.04,2024-02-29 12:47:00.676502,Organic
571,46083,Complete,1,26.45,2024-03-01 08:34:22.770590,Email
572,18514,Complete,1,88.55,2024-03-01 09:37:21.329627,Organic
573,20605,Complete,2,162.05,2024-03-01 16:50:29.824220,Email
574,22465,Complete,4,117.78,2024-03-01 17:59:52.657817,Email
575,16402,Complete,1,43.83,2024-03-01 21:19:40.493457,Search
576,11105,Returned,1,57.77,2024-03-02 20:41:20.021956,Organic
577,18490,Complete,2,40.91,2024-03-02 23:42:02.807947,Search
578,710,Complete,1,61.64,2024-03-03 04:51:48.909480,Search
579,35577,Complete,3,81.95,2024-03-03 13:16:40.552358,Search
580,23430,Complete,2,101.59,2024-03-04 02:26:03.494939,Email
581,34537,Complete,3,70.41,2024-03-04 05:05:27.535058,Display
582,19312,Returned,1,32.65,2024-03-04 06:48:25.358350,Organic
583,39254,Complete,1,15.13,2024-03-04 08:40:35.498512,Search
584,24210,Complete,2,34.34,2024-03-05 04:53:49.344642,Organic
585,3523,Shipped,2,83.78,2024-03-05 15:52:56.875718,Email
586,45216,Shipped,1,71.8,2024-03-06 02:31:01.188303,Facebook
587,26412,Processing,1,16.63,2024-03-06 15:40:07.042477,Email
588,42240,Complete,2,45.32,2024-03-06 16:57:29.578050,Facebook
589,6992,Complete,2,127.57,2024-03-08 21:44:16.569042,Email
590,18575,Complete,1,24.51,2024-03-09 01:55:08.473358,Email
591,11081,Complete,1,39.5,2024-03-09 02:17:39.047061,Facebook
592,25243,Complete,2,73.96,2024-03-09 06:44:34.149059,Facebook
593,14284,Cancelled,1,87.04,2024-03-09 07:47:39.457714,Organic
594,38783,Returned,2,115.47,2024-03-09 16:12:19.613029,Display
595,8127,Complete,1,61.99,2024-03-10 16:17:52.475630,Organic
596,35115,Shipped,1,38.21,2024-03-11 15:09:49.120231,Organic
597,2107,Processing,1,29.85,2024-03-11 18:15:22.185530,Organic
598,30284,Processing,1,61.8,2024-03-12 04:24:28.413499,Email
599,31725,Complete,1,11.85,2024-03-12 09:31:47.566294,Facebook
600,32618,Cancelled,1,12.4,2024-03-12 23:36:19.021809,Email
601,18261,Complete,1,82.4,2024-03-13 11:39:47.475755,Organic
602,37957,Complete,1,72.18,2024-03-13 16:17:49.138491,Search
603,43559,Shipped,1,11.85,2024-03-13 21:25:14.318541,Email
604,21652,Returned,1,113.0,2024-03-14 15:19:42.096866,Email
605,36433,Shipped,1,48.83,2024-03-14 23:37:50.290885,Organic
606,33852,Complete,1,10.93,2024-03-15 02:22:08.908399,Organic
607,28123,Returned,1,40.61,2024-03-16 02:41:31.985954,Organic
608,4442,Processing,1,24.08,2024-03-16 05:18:41.615941,Organic
609,29023,Returned,2,37.72,2024-03-16 18:24:56.621540,Email
610,39236,Complete,1,146.07,2024-03-16 19:31:57.149784,Search
611,35909,Complete,1,55.91,2024-03-17 02:19:42.865117,Organic
612,39230,Complete,1,32.19,2024-03-17 09:23:41.428885,Organic
613,1846,Complete,2,81.04,2024-03-17 17:59:52.872358,Organic
614,2071,Complete,1,26.97,2024-03-18 12:55:12.320653,Organic
615,29656,Complete,1,42.98,2024-03-18 17:17:44.247484,Email
616,21152,Complete,3,156.31,2024-03-18 18:30:01.061639,Email
617,21482,Complete,1,8.91,2024-03-19 01:46:27.240420,Search
618,27091,Processing,1,46.62,2024-03-20 10:45:01.773565,Organic
619,25451,Complete,1,39.47,2024-03-20 16:55:52.421414,Search
620,1988,Returned,1,40.56,2024-03-21 05:10:16.783937,Search
621,15479,Shipped,1,21.38,2024-03-21 10:33:48.652050,Email
622,22427,Complete,1,29.0,2024-03-21 11:35:43.942955,Organic
623,1321,Complete,3,198.86,2024-03-21 12:58:51.210567,Organic
624,44295,Complete,1,39.55,2024-03-21 16:15:28.473979,Search
625,41103,Returned,1,18.51,2024-03-21 16:20:09.684165,Organic
626,28924,Shipped,1,12.36,2024-03-22 14:12:00.205214,Organic
627,30879,Complete,1,20.78,2024-03-22 17:18:12.933738,Organic
628,24260,Complete,1,39.9,2024-03-22 19:05:36.735921,Organic
629,33256,Complete,1,15.0,2024-03-23 01:37:45.916072,Search
630,47243,Complete,3,111.31,2024-03-23 03:25:49.257309,Organic
631,35320,Complete,2,49.48,2024-03-23 15:03:25.116945,Facebook
632,18885,Complete,1,80.3,2024-03-23 15:23:26.991272,Email
633,8017,Cancelled,1,33.08,2024-03-23 18:22:28.120440,Search
634,46938,Complete,1,12.49,2024-03-24 03:59:52.492763,Organic
635,37270,Processing,1,28.18,2024-03-24 05:50:20.517616,Organic
636,13938,Returned,3,118.69,2024-03-24 16:57:18.048941,Email
637,40601,Complete,1,21.71,2024-03-25 06:49:27.022176,Search
638,13109,Returned,3,100.99,2024-03-25 07:52:03.111978,Search
639,29601,Returned,1,8.53,2024-03-25 13:00:08.718548,Email
640,33044,Complete,3,117.32,2024-03-26 07:33:20.597505,Organic
641,9928,Complete,1,57.18,2024-03-26 14:06:15.905431,Email
642,3249,Complete,2,50.23,2024-03-27 07:00:01.753558,Email
643,34609,Complete,4,187.87,2024-03-27 09:04:27.833957,Facebook
644,10781,Shipped,1,28.63,2024-03-28 19:22:43.158682,Search
645,4698,Complete,2,100.95,2024-03-28 20:19:33.235581,Facebook
646,47322,Returned,1,9.7,2024-03-29 01:10:58.723819,Search
647,36234,Complete,1,8.99,2024-03-29 02:18:55.333160,Search
648,8325,Cancelled,1,45.21,2024-03-29 06:44:43.726577,Email
649,22710,Returned,3,177.93,2024-03-29 11:26:50.696761,Search
650,2788,Complete,4,242.66,2024-03-30 07:39:28.313135,Search
651,49966,Complete,1,43.97,2024-03-30 14:04:48.756762,Facebook
652,26896,Processing,2,65.54,2024-03-30 17:33:11.134797,Organic
653,7827,Complete,1,12.27,2024-03-30 19:00:24.873726,Organic
654,35284,Returned,1,23.21,2024-03-31 12:19:56.769187,Facebook
655,34912,Complete,1,50.62,2024-03-31 13:19:54.351957,Facebook
656,37588,Processing,2,83.68,2024-03-31 14:16:31.482232,Organic
657,26620,Returned,2,68.99,2024-03-31 22:51:53.765804,Search
658,14713,Complete,1,75.19,2024-03-31 23:47:53.212247,Email
659,35840,Complete,2,76.13,2024-04-02 03:56:05.079552,Search
660,8712,Returned,2,60.72,2024-04-02 14:24:02.585530,Search
661,183,Complete,2,121.99,2024-04-03 03:35:56.460680,Email
662,35421,Processing,1,35.71,2024-04-03 15:31:22.450928,Email
663,4054,Returned,1,13.69,2024-04-04 02:03:33.192048,Search
664,34549,Complete,4,275.14,2024-04-04 02:11:17.518702,Email
665,23420,Complete,2,51.04,2024-04-04 15:14:36.442693,Organic
666,43506,Complete,1,10.68,2024-04-05 06:43:38.150863,Facebook
667,47206,Cancelled,4,126.32,2024-04-05 18:58:44.077541,Facebook
668,32607,Complete,1,18.12,2024-04-06 19:15:56.110733,Email
669,18548,Complete,2,33.63,2024-04-07 05:11:34.864422,Facebook
670,34199,Returned,1,33.45,2024-04-08 02:37:46.006363,Search
671,39129,Complete,1,54.18,2024-04-08 05:11:06.663551,Search
672,14579,Complete,3,104.77,2024-04-08 09:39:20.831337,Email
673,21691,Complete,1,24.95,2024-04-08 17:57:57.545310,Organic
674,1273,Complete,2,64.0,2024-04-08 18:08:32.498954,Organic
675,30661,Complete,1,35.57,2024-04-08 19:51:21.239003,Organic
676,49358,Shipped,1,23.1,2024-04-09 00:11:24.180456,Organic
677,11694,Complete,1,16.05,2024-04-09 14:17:02.868730,Organic
678,36794,Complete,1,65.06,2024-04-09 20:46:15.981443,Display
679,56,Returned,1,18.57,2024-04-09 22:59:29.892655,Email
680,30383,Returned,1,30.93,2024-04-10 00:41:58.924882,Organic
681,29185,Processing,3,168.96,2024-04-10 08:52:25.538027,Search
682,21034,Returned,1,28.27,2024-04-10 13:55:04.421105,Organic
683,32547,Complete,1,22.59,2024-04-10 22:46:39.274164,Facebook
684,39978,Returned,1,13.62,2024-04-11 03:01:04.568106,Email
685,40763,Complete,1,30.49,2024-04-11 09:22:35.584590,Email
686,24504,Complete,1,24.75,2024-04-11 11:03:10.547851,Search
687,12148,Complete,1,17.99,2024-04-12 04:50:35.893169,Organic
688,4184,Processing,1,146.1,2024-04-12 15:48:43.013998,Organic
689,7676,Complete,1,50.08,2024-04-12 23:32:16.050777,Email
690,11450,Complete,1,17.29,2024-04-13 06:49:23.289886,Organic
691,19707,Complete,2,41.3,2024-04-13 13:26:17.420799,Organic
692,6639,Returned,1,66.76,2024-04-13 23:11:06.872126,Facebook
693,17535,Processing,1,21.84,2024-04-15 02:28:53.977642,Search
694,973,Complete,1,34.62,2024-04-15 13:01:42.293883,Search
695,46793,Returned,1,9.4,2024-04-15 20:16:05.470989,Organic
696,13277,Complete,1,28.93,2024-04-16 15:03:59.446386,Organic
697,6760,Complete,2,72.07,2024-04-16 16:29:54.786008,Organic
698,14334,Cancelled,1,66.42,2024-04-16 19:20:01.243540,Search
699,24677,Returned,3,90.08,2024-04-17 06:36:00.732345,Email
700,6724,Complete,1,64.46,2024-04-17 10:41:15.772163,Organic
701,28234,Complete,2,25.08,2024-04-17 20:35:24.045208,Organic
702,29565,Returned,1,118.61,2024-04-17 23:56:35.734841,Organic
703,4626,Shipped,4,157.25,2024-04-18 03:59:48.475850,Search
704,48888,Complete,2,39.83,2024-04-18 05:39:51.979669,Organic
705,2627,Returned,2,61.76,2024-04-18 09:29:28.637445,Search
706,22595,Processing,1,24.08,2024-04-19 06:37:41.846986,Facebook
707,47476,Cancelled,2,98.21,2024-04-19 10:22:27.123631,Display
708,36345,Returned,1,99.82,2024-04-19 16:10:34.379742,Organic
709,17093,Returned,4,172.45,2024-04-19 22:58:48.157049,Organic
710,24890,Complete,2,99.04,2024-04-20 16:21:43.426452,Organic
711,11998,Returned,2,73.55,2024-04-20 20:46:33.509948,Email
712,6332,Processing,1,58.75,2024-04-21 02:18:11.655334,Organic
713,36378,Complete,4,130.2,2024-04-21 08:00:08.923953,Search
714,33353,Complete,1,25.1,2024-04-21 23:50:13.947973,Organic
715,21604,Processing,1,33.58,2024-04-22 02:02:09.297961,Search
716,44083,Complete,1,25.12,2024-04-22 08:17:36.082943,Organic
717,37045,Complete,3,165.89,2024-04-22 08:57:38.547880,Display
718,38328,Complete,2,157.13,2024-04-22 12:29:27.946733,Email
719,33468,Returned,3,131.39,2024-04-22 17:09:47.740975,Organic
720,43648,Processing,1,139.84,2024-04-22 17:30:05.046189,Organic
721,26333,Complete,1,21.86,2024-04-23 10:22:53.813903,Search
722,48520,Returned,1,40.81,2024-04-23 12:35:31.464254,Organic
723,1495,Complete,1,86.5,2024-04-23 19:06:52.899727,Search
724,28501,Complete,1,17.68,2024-04-24 04:37:11.827450,Search
725,45815,Returned,1,39.41,2024-04-24 07:43:57.909451,Search
726,44273,Complete,2,65.41,2024-04-24 20:15:02.396520,Search
727,41024,Complete,1,14.18,2024-04-25 01:10:34.059968,Facebook
728,16550,Complete,1,33.91,2024-04-25 21:22:41.689786,Email
729,45161,Returned,1,48.14,2024-04-25 23:15:35.792664,Search
730,17362,Shipped,3,206.62,2024-04-26 11:37:33.862525,Facebook
731,44644,Complete,4,189.9,2024-04-26 19:07:32.356562,Organic
732,33611,Complete,1,30.08,2024-04-27 05:42:40.137872,Search
733,14693,Shipped,1,25.22,2024-04-27 08:26:44.374225,Email
734,22397,Complete,3,148.76,2024-04-27 09:29:10.089620,Email
735,32716,Complete,1,35.79,2024-04-28 18:13:05.708822,Display
736,23590,Returned,2,92.19,2024-04-28 19:40:19.262255,Email
737,12244,Returned,1,75.27,2024-04-29 06:37:23.825605,Search
738,10732,Returned,2,57.04,2024-04-29 08:01:52.382334,Email
739,18384,Complete,3,74.02,2024-04-29 11:05:26.022951,Facebook
740,19405,Complete,1,93.28,2024-05-01 12:08:45.268797,Search
741,2514,Complete,2,75.04,2024-05-01 17:57:35.409432,Facebook
742,41004,Complete,2,64.84,2024-05-02 01:28:40.696699,Organic
743,29056,Complete,2,225.07,2024-05-02 15:55:00.765022,Email
744,30810,Processing,1,32.76,2024-05-03 14:57:18.880479,Facebook
745,15353,Returned,4,297.15,2024-05-04 00:35:45.573857,Search
746,45150,Complete,1,18.23,2024-05-04 19:06:53.458293,Organic
747,9110,Returned,1,24.08,2024-05-04 22:49:04.637177,Organic
748,11386,Returned,3,130.04,2024-05-05 07:47:00.458868,Email
749,44117,Returned,1,24.44,2024-05-05 07:52:25.046066,Search
750,41852,Complete,1,20.6,2024-05-06 05:45:53.062717,Email
751,40066,Cancelled,3,138.38,2024-05-06 10:16:52.197198,Organic
752,37823,Returned,1,80.45,2024-05-06 22:38:46.758694,Email
753,11148,Processing,2,155.33,2024-05-07 06:09:33.569899,Organic
754,15058,Complete,3,212.8,2024-05-07 18:15:38.590521,Email
755,8678,Returned,1,30.77,2024-05-08 01:28:17.466377,Facebook
756,578,Complete,1,58.98,2024-05-08 03:15:20.400789,Search
757,40726,Complete,2,127.79,2024-05-08 11:02:50.775216,Organic
758,48730,Returned,1,30.33,2024-05-08 18:59:30.246388,Organic
759,35230,Complete,1,34.7,2024-05-09 06:41:02.642440,Search
760,36847,Complete,1,24.42,2024-05-09 14:21:48.699808,Display
761,9127,Complete,3,261.5,2024-05-10 03:07:10.268013,Search
762,31019,Cancelled,1,48.85,2024-05-10 14:04:13.620726,Organic
763,6076,Returned,2,115.53,2024-05-11 13:29:20.977156,Email
764,26394,Cancelled,3,127.98,2024-05-11 16:32:32.511405,Display
765,28179,Returned,1,49.1,2024-05-11 20:27:06.135142,Email
766,29034,Cancelled,3,136.47,2024-05-11 23:16:20.169141,Email
767,49599,Returned,1,73.02,2024-05-12 03:00:54.955293,Search
768,659,Complete,1,90.14,2024-05-12 21:26:49.028431,Facebook
769,38021,Complete,1,28.93,2024-05-13 05:46:51.756483,Email
770,24576,Complete,4,159.84,2024-05-13 08:42:58.189442,Organic
771,24107,Complete,1,48.41,2024-05-13 12:24:32.394565,Facebook
772,1691,Returned,1,9.0,2024-05-13 22:05:10.226971,Search
773,46359,Complete,2,60.27,2024-05-14 02:25:00.220542,Facebook
774,44965,Complete,1,63.83,2024-05-14 06:16:40.049916,Email
775,15161,Complete,2,115.33,2024-05-14 07:50:30.819980,Organic
776,37710,Returned,4,278.69,2024-05-14 21:09:01.129350,Organic
777,27405,Complete,1,42.81,2024-05-15 03:12:02.341530,Email
778,1274,Complete,2,89.51,2024-05-16 15:38:04.416228,Display
779,8292,Complete,2,121.96,2024-05-16 21:21:06.627526,Search
780,31983,Complete,1,35.64,2024-05-16 23:19:27.622487,Email
781,48307,Complete,2,176.95,2024-05-17 09:10:18.938129,Organic
782,28434,Shipped,3,54.09,2024-05-18 00:04:23.895666,Display
783,31260,Processing,1,10.69,2024-05-18 01:16:09.357566,Facebook
784,3464,Complete,2,146.33,2024-05-18 01:30:00.114830,Organic
785,31660,Complete,3,150.58,2024-05-18 02:23:22.366261,Email
786,1058,Shipped,3,84.13,2024-05-18 18:32:40.428293,Organic
787,49413,Shipped,1,24.93,2024-05-19 17:01:58.514566,Display
788,26461,Complete,3,148.73,2024-05-19 20:50:22.238049,Search
789,45207,Complete,1,24.55,2024-05-20 16:43:38.421245,Organic
790,32491,Returned,1,26.72,2024-05-20 21:17:19.271782,Search
791,22722,Complete,2,57.9,2024-05-21 00:35:11.435372,Facebook
792,44595,Returned,1,12.27,2024-05-21 14:38:09.793647,Email
793,34083,Returned,1,31.61,2024-05-22 22:43:06.254371,Search
794,42722,Processing,1,78.38,2024-05-23 08:55:06.617371,Email
795,25503,Complete,1,11.67,2024-05-23 22:18:44.953820,Organic
796,30515,Returned,1,37.15,2024-05-24 04:12:09.175054,Email
797,47594,Returned,1,13.55,2024-05-24 19:06:09.475803,Organic
798,12443,Complete,3,37.01,2024-05-25 05:48:25.331988,Email
799,41833,Complete,3,62.43,2024-05-25 13:06:40.315375,Search
800,47494,Complete,2,30.72,2024-05-26 09:24:54.513882,Facebook
801,30403,Cancelled,1,69.69,2024-05-26 10:09:50.628012,Email
802,40853,Complete,1,37.11,2024-05-26 15:43:38.554368,Display
