user_id,age,gender,country,state,traffic_source,created_at
3053,34,F,United States,VA,Search,2024-11-11 10:15:20.389690
3054,25,F,United States,WI,Facebook,2023-09-08 13:49:27.983188
3055,48,M,United States,CA,Email,2023-03-29 08:01:58.539831
3056,44,F,United States,OH,Facebook,2023-11-08 04:54:16.680607
3057,42,F,United States,CA,Search,2024-06-14 21:28:21.987015
3058,18,F,United Kingdom,,Search,2024-10-06 23:29:52.751022
3059,48,F,United States,OH,Organic,2023-03-04 23:26:15.087159
3060,45,F,United States,MI,Email,2024-07-19 21:21:48.620038
3061,36,F,United States,GA,Facebook,2024-11-17 02:00:04.394745
3062,39,M,United States,TX,Search,2023-07-16 12:42:24.532076
3063,55,M,Germany,,Facebook,2024-05-09 21:03:45.035331
3064,34,F,United States,CA,Organic,2023-05-18 06:15:29.302372
3065,27,M,United Kingdom,,Organic,2023-10-05 06:14:52.138979
3066,50,M,United States,MD,Organic,2023-12-17 05:28:14.631977
3067,43,F,United States,MO,Facebook,2023-05-16 15:20:25.148462
3068,25,F,France,,Email,2024-01-31 23:52:42.252238
3069,43,F,United Kingdom,,Organic,2024-02-27 01:56:19.759911
3070,34,F,United States,NY,Email,2024-02-16 17:09:54.028469
3071,34,F,Australia,,Search,2023-02-15 12:49:42.958804
3072,63,M,United States,MD,Search,2024-08-21 20:02:47.439951
3073,38,M,United States,NC,Facebook,2023-05-15 07:06:21.605838
3074,56,F,United Kingdom,,Organic,2023-01-17 04:22:26.699616
3075,31,F,Germany,,Search,2024-04-19 09:56:20.196872
3076,53,M,United States,NC,Search,2024-04-21 11:25:47.788291
3077,48,M,United States,CA,Organic,2024-10-18 12:33:29.511196
3078,35,F,United Kingdom,,Organic,2024-04-16 04:04:35.034239
3079,29,M,United Kingdom,,Organic,2023-02-06 07:17:41.995362
3080,51,M,United States,AZ,Display,2024-08-14 00:56:17.168453
3081,34,M,United States,NC,Search,2023-03-27 04:51:26.283667
3082,36,M,United States,MA,Organic,2023-12-13 21:39:18.790203
3083,18,M,United States,TX,Facebook,2024-09-10 15:52:51.671940
3084,35,F,United States,TX,Display,2023-07-14 13:16:29.697494
3085,33,M,United States,MO,Email,2023-11-11 04:52:23.339562
3086,47,F,United States,WA,Email,2023-05-17 05:25:00.277279
3087,40,F,United States,MD,Search,2024-07-19 08:54:17.631958
3088,37,F,France,,Search,2023-06-07 22:33:01.640482
3089,34,M,Germany,,Organic,2023-10-24 16:10:49.135636
3090,28,F,United States,GA,Organic,2023-05-18 19:31:49.933107
3091,28,M,United States,MI,Search,2023-02-13 23:46:52.657626
3092,39,F,United Kingdom,,Facebook,2023-03-09 16:59:54.369192
3093,48,F,United States,AZ,Display,2024-07-19 15:23:32.805415
3094,32,F,United States,NJ,Email,2024-08-11 08:31:38.661917
3095,50,F,United States,FL,Facebook,2023-11-28 12:05:08.240437
3096,18,M,United States,TX,Email,2024-07-29 03:26:51.975976
3097,32,F,United States,GA,Search,2024-10-22 11:35:57.469607
3098,30,M,Canada,,Organic,2024-02-24 23:24:25.373845
3099,46,M,United States,FL,Search,2024-03-13 17:51:32.856837
3100,67,M,United States,FL,Organic,2023-03-01 20:58:58.599838
3101,28,F,United States,TX,Search,2023-09-22 04:14:17.645535
3102,37,F,Germany,,Search,2023-02-15 12:28:26.672764
3103,57,F,United States,TX,Organic,2024-10-05 09:08:42.843864
3104,42,M,United States,TX,Organic,2023-07-31 00:42:50.555853
3105,25,M,United Kingdom,,Search,2023-10-30 06:53:42.099958
3106,37,F,United States,TX,Organic,2024-01-27 11:32:06.961103
3107,51,M,United States,WA,Display,2023-10-09 04:16:31.651993
3108,41,M,United States,AZ,Email,2023-06-13 04:16:52.793460
3109,28,F,United States,WI,Organic,2023-01-08 10:11:23.878362
3110,35,M,United States,MA,Organic,2024-07-10 14:45:59.707909
3111,37,F,United States,WI,Organic,2023-03-12 21:28:09.061517
3112,52,M,United Kingdom,,Search,2024-10-18 07:25:31.863884
3113,30,M,United States,MA,Organic,2023-12-29 01:10:35.740444
3114,42,M,United States,OH,Email,2023-03-17 14:30:38.555928
3115,18,F,United States,WI,Search,2024-05-14 07:25:47.358622
3116,21,F,United States,OH,Email,2024-09-25 01:24:57.105162
3117,24,M,United States,IN,Email,2023-06-29 09:36:23.461115
3118,22,F,United States,TN,Search,2024-05-22 05:40:01.249935
3119,39,F,United States,PA,Facebook,2023-06-20 04:57:41.861754
3120,24,M,United States,TX,Email,2023-03-31 09:02:11.821883
3121,55,F,United States,AZ,Search,2023-12-26 04:30:44.736555
3122,38,F,United Kingdom,,Facebook,2024-06-12 01:28:37.447027
3123,40,M,United States,MD,Email,2024-09-11 15:43:41.119109
3124,25,F,Canada,,Search,2023-04-12 22:29:40.852366
3125,34,M,United States,MI,Organic,2024-02-27 07:56:07.537041
3126,32,M,United States,VA,Display,2024-11-10 04:33:13.614501
3127,52,F,United States,MD,Organic,2024-04-05 08:58:13.235299
3128,39,F,United States,TX,Organic,2023-06-16 04:06:27.258824
3129,49,F,United States,TX,Email,2023-10-23 10:37:37.772401
3130,53,F,United States,OH,Facebook,2024-03-24 09:19:13.850237
3131,52,M,United States,NY,Search,2023-08-28 02:04:20.343714
3132,44,M,United Kingdom,,Display,2023-11-30 00:10:51.623806
3133,33,F,Germany,,Search,2024-11-18 08:18:38.512390
3134,43,M,United States,NJ,Organic,2024-08-19 09:44:45.107230
3135,20,F,United States,NJ,Organic,2024-03-07 06:31:57.742802
3136,19,M,United States,NJ,Display,2023-04-24 14:18:13.591157
3137,31,F,United States,TX,Email,2023-12-14 03:38:07.122793
3138,29,M,United States,GA,Search,2024-04-30 06:06:19.317479
3139,44,F,United States,WI,Email,2023-05-30 04:43:36.939484
3140,35,F,United States,NJ,Search,2024-07-19 02:09:28.663109
3141,25,F,United States,OH,Facebook,2023-10-08 05:15:04.030376
3142,21,M,United States,VA,Organic,2023-01-07 22:11:13.706282
3143,45,F,United States,CA,Search,2024-01-24 06:49:08.338630
3144,46,M,United States,MI,Search,2023-11-05 06:51:23.068424
3145,35,M,United Kingdom,,Email,2024-02-14 23:31:53.014274
3146,39,F,Australia,,Organic,2023-09-09 22:28:30.639138
3147,30,F,United States,OH,Facebook,2023-05-19 11:27:35.658662
3148,50,F,United States,GA,Organic,2024-09-11 18:25:17.243285
3149,42,M,France,,Facebook,2023-05-02 23:58:47.787555
3150,58,M,United States,GA,Search,2023-05-05 23:29:45.734848
3151,41,M,United States,PA,Facebook,2024-08-13 00:24:28.324847
3152,40,F,United States,CA,Facebook,2024-08-05 00:17:18.129612
3153,38,F,United States,WA,Facebook,2024-04-03 09:48:09.047578
3154,35,M,United States,NJ,Display,2024-10-17 06:43:01.020105
3155,52,F,United States,MA,Search,2023-06-18 02:31:07.940192
3156,43,M,United States,PA,Facebook,2024-10-20 19:31:02.983106
3157,37,M,United States,AZ,Email,2024-09-06 20:54:56.348400
3158,53,M,United States,FL,Organic,2023-04-12 02:27:42.226664
3159,34,M,United States,OH,Email,2023-05-15 04:14:44.549267
3160,32,M,United States,VA,Search,2023-08-11 13:35:13.323867
3161,18,M,United States,GA,Email,2024-10-06 17:01:42.166202
3162,37,F,Australia,,Organic,2024-03-07 05:16:13.909961
3163,59,F,United States,MO,Email,2023-07-25 22:16:12.480183
3164,29,F,United States,NJ,Facebook,2023-06-23 00:29:01.285767
3165,21,F,United Kingdom,,Search,2024-07-10 22:16:48.925185
3166,43,F,United States,IN,Display,2024-11-08 20:51:22.917861
3167,42,M,United States,OH,Facebook,2024-05-24 02:36:55.908685
3168,42,F,United States,WI,Organic,2023-02-15 09:52:01.517861
3169,37,M,United States,WA,Organic,2024-06-09 21:58:30.135502
3170,32,F,United Kingdom,,Email,2024-06-09 19:05:21.578672
3171,33,M,United States,TN,Organic,2023-12-30 05:23:30.306135
3172,23,M,United States,NJ,Facebook,2024-05-13 17:46:46.101568
3173,26,M,United States,TN,Organic,2024-05-15 22:55:04.300206
3174,37,F,United States,TN,Organic,2023-07-07 20:02:08.529845
3175,31,M,United States,MD,Display,2024-03-30 19:35:09.576030
3176,50,F,United States,GA,Search,2024-09-18 10:03:42.126024
3177,49,F,United States,GA,Display,2023-10-05 03:07:10.514513
3178,44,F,United States,AZ,Email,2024-09-14 02:18:36.058990
3179,31,M,United States,PA,Search,2024-10-16 20:22:53.894643
3180,49,M,United States,NC,Search,2024-01-21 09:16:23.382367
3181,34,F,United States,NY,Facebook,2023-07-26 12:48:24.046468
3182,32,M,United States,VA,Organic,2023-06-11 02:58:59.930174
3183,24,F,United States,MA,Search,2023-12-25 14:00:11.095411
3184,42,F,United States,AZ,Search,2023-11-12 19:20:24.764841
3185,28,M,United States,AZ,Search,2023-09-15 06:12:02.223500
3186,32,M,United States,NJ,Search,2023-07-11 02:43:37.283888
3187,18,M,United States,PA,Search,2023-11-06 04:22:00.155588
3188,46,F,United States,NY,Facebook,2023-09-09 08:45:40.720031
3189,42,M,United States,MI,Organic,2024-08-12 19:44:12.978023
3190,35,M,United States,MO,Email,2024-03-26 13:23:38.063765
3191,40,F,United States,GA,Organic,2023-03-10 21:16:22.954724
3192,57,F,United States,VA,Search,2023-01-27 19:07:38.176801
3193,47,F,United States,NJ,Search,2023-05-18 15:39:29.607151
3194,33,F,United States,NC,Organic,2023-07-31 21:37:18.443959
3195,33,M,Canada,,Organic,2024-04-23 11:27:38.666777
3196,42,F,United States,OH,Search,2024-05-08 22:47:46.724497
3197,37,M,United States,MO,Facebook,2024-09-30 16:01:35.422350
3198,43,F,United States,MI,Email,2023-07-17 07:00:01.945535
3199,38,M,United States,WA,Search,2024-10-24 01:41:31.649457
3200,18,F,United States,CA,Email,2023-11-27 09:40:01.544722
3201,18,F,United States,IL,Facebook,2024-08-28 19:49:50.987226
3202,41,M,United States,GA,Search,2024-05-21 08:02:34.632823
3203,51,M,United States,TN,Email,2023-06-13 14:32:58.519084
3204,32,M,United States,MO,Email,2024-06-14 08:02:16.178187
3205,31,M,France,,Search,2024-07-24 01:52:53.562443
3206,28,F,United States,NY,Email,2023-08-08 03:39:25.929834
3207,55,M,United States,AZ,Email,2024-06-23 02:12:06.872217
3208,38,F,Germany,,Organic,2023-10-20 09:09:22.055424
3209,42,F,United States,MA,Display,2024-08-20 01:27:40.675493
3210,55,M,United States,VA,Display,2023-04-08 06:21:49.640858
3211,32,M,United States,MI,Search,2024-10-22 08:20:49.991238
3212,18,F,United States,TN,Organic,2024-07-21 06:44:35.763040
3213,35,F,United States,NJ,Search,2023-06-07 20:14:33.922107
3214,41,F,United States,WA,Organic,2024-06-17 23:44:18.797654
3215,31,M,Germany,,Email,2024-01-12 07:44:50.305689
3216,39,M,United States,MD,Organic,2023-01-17 06:25:45.542889
3217,63,F,United States,IL,Email,2023-04-18 14:00:46.164081
3218,53,M,United States,MD,Organic,2024-03-16 21:18:01.291195
3219,42,M,United States,WI,Organic,2024-02-06 17:09:45.851222
3220,51,F,United States,WA,Organic,2023-05-23 22:38:15.329816
3221,24,M,United States,NY,Email,2024-01-10 03:26:30.324106
3222,60,F,United States,TN,Display,2023-03-18 01:07:27.776678
3223,43,M,United States,MA,Search,2024-03-23 07:15:19.937388
3224,45,M,United States,NY,Search,2023-04-30 23:55:02.926910
3225,25,F,United Kingdom,,Organic,2024-01-23 00:50:01.770623
3226,49,M,United States,WI,Display,2023-12-09 00:42:13.749467
3227,45,F,United States,OH,Search,2023-02-18 15:26:57.831622
3228,45,M,United States,MI,Search,2023-05-25 02:59:26.085158
3229,35,F,United States,IN,Email,2023-02-18 23:39:16.085614
3230,42,F,United States,VA,Email,2023-12-29 23:19:56.017856
3231,25,M,United States,NJ,Email,2024-08-24 19:05:00.369345
3232,25,M,United States,WA,Organic,2023-04-20 22:11:44.320224
3233,26,F,United States,IL,Facebook,2024-01-11 12:24:38.602410
3234,41,F,United States,NY,Email,2023-09-30 07:04:50.460857
3235,36,F,United States,IL,Email,2024-09-01 07:32:39.614165
3236,21,M,United States,AZ,Organic,2024-07-26 12:39:16.320686
3237,32,F,United Kingdom,,Organic,2023-11-29 08:18:15.868515
3238,18,F,United States,MD,Organic,2024-10-19 09:47:29.325584
3239,35,M,United States,OH,Email,2023-12-18 17:34:49.279723
3240,28,F,United Kingdom,,Search,2023-11-18 06:28:05.332437
3241,28,F,United States,CA,Search,2024-11-24 18:13:47.643797
3242,22,F,United States,NY,Facebook,2024-07-31 04:59:17.125511
3243,20,F,United States,GA,Search,2024-01-04 02:23:21.410581
3244,19,F,United States,TN,Organic,2023-11-19 03:26:11.790718
3245,35,F,United States,TX,Email,2024-05-31 02:29:02.194601
3246,38,M,United States,MA,Search,2023-08-31 17:56:05.693950
3247,39,M,Germany,,Organic,2024-07-08 15:25:33.568806
3248,50,F,United States,WI,Organic,2024-07-30 09:37:02.536962
3249,40,M,United States,AZ,Email,2023-06-24 09:27:53.766471
3250,69,M,United States,AZ,Email,2023-11-17 11:30:46.636919
3251,18,M,United Kingdom,,Display,2023-05-09 09:51:52.407638
3252,48,M,United States,FL,Facebook,2023-10-03 11:39:43.687982
3253,22,F,United States,GA,Organic,2024-09-11 21:06:09.156961
3254,52,F,United States,NC,Organic,2024-09-09 18:56:16.730127
3255,18,M,United States,MI,Organic,2024-04-11 15:50:11.764574
3256,51,F,United States,OH,Email,2024-09-28 02:46:21.768391
3257,32,F,United States,MO,Display,2023-03-26 20:40:28.174674
3258,18,M,United States,NY,Organic,2024-06-12 18:40:02.461260
3259,57,F,United States,NJ,Organic,2023-10-15 01:36:50.166614
3260,36,M,United States,NC,Search,2023-05-26 03:51:04.334693
3261,47,F,United States,MA,Search,2023-01-19 16:51:37.347531
3262,18,M,United Kingdom,,Organic,2024-05-01 03:21:35.989067
3263,34,F,Australia,,Search,2023-11-20 07:59:12.093693
3264,47,M,United States,WA,Organic,2024-08-22 00:59:19.804683
3265,35,F,United States,TX,Facebook,2023-01-08 12:23:15.616924
3266,35,F,United States,IL,Email,2023-08-17 23:27:14.728636
3267,56,F,Australia,,Facebook,2023-11-21 23:19:30.652055
3268,40,F,United States,NY,Search,2023-02-27 18:49:01.133530
3269,56,M,United Kingdom,,Search,2023-06-19 14:31:57.474429
3270,31,M,United States,IL,Facebook,2023-11-26 13:14:02.058899
3271,54,M,United States,PA,Organic,2023-04-30 09:53:48.504361
3272,18,M,United States,WI,Display,2023-03-12 08:39:14.521221
3273,24,M,United States,FL,Display,2024-01-10 06:11:03.824209
3274,53,F,United States,PA,Email,2023-02-24 07:25:58.934624
3275,34,F,Australia,,Email,2023-01-08 20:20:18.176616
3276,18,M,United States,IL,Organic,2023-11-05 11:03:15.287129
3277,47,M,United States,OH,Organic,2024-05-15 02:07:34.224658
3278,47,M,United Kingdom,,Organic,2024-01-08 14:37:11.722773
3279,40,F,United States,TX,Search,2024-08-08 13:13:09.016856
3280,37,F,United States,FL,Organic,2023-10-01 10:23:20.168408
3281,27,M,United States,MA,Search,2023-02-06 16:34:34.694302
3282,40,F,United States,TX,Display,2024-06-24 16:28:58.366813
3283,47,M,Canada,,Search,2023-05-22 05:11:57.357128
3284,40,F,United States,VA,Search,2024-09-28 03:06:26.137018
3285,48,F,United States,NY,Organic,2023-01-12 05:26:45.051370
3286,57,M,United States,CA,Search,2023-08-24 23:33:34.535331
3287,32,M,United States,NY,Email,2023-06-04 09:32:23.686015
3288,19,F,United States,PA,Organic,2024-05-21 19:23:35.335779
3289,20,F,United States,AZ,Search,2023-12-25 18:00:06.086712
3290,43,M,United States,NJ,Facebook,2024-01-29 10:30:33.009678
3291,43,F,United States,WI,Display,2023-05-25 23:36:16.193781
3292,22,F,United States,WA,Facebook,2024-10-19 05:54:36.829122
3293,56,M,United States,GA,Search,2023-05-30 15:30:13.595229
3294,38,M,United States,NJ,Email,2023-05-02 12:50:31.813607
3295,32,F,United States,NJ,Search,2023-01-09 09:17:13.766547
3296,64,F,United States,MA,Organic,2023-06-04 01:36:57.797749
3297,45,F,United Kingdom,,Organic,2024-07-24 13:25:34.244319
3298,23,M,United Kingdom,,Organic,2024-03-12 17:40:40.161937
3299,45,F,United States,NY,Search,2024-09-11 19:43:43.856802
3300,30,F,United States,MI,Organic,2024-06-21 06:45:29.513231
3301,53,M,United States,FL,Facebook,2024-05-13 18:31:21.452890
3302,19,M,United States,PA,Email,2023-06-26 08:35:40.467590
3303,20,F,United States,WI,Facebook,2023-08-16 01:09:07.509021
3304,26,M,United Kingdom,,Organic,2024-05-02 10:05:53.332326
3305,44,F,United Kingdom,,Search,2024-10-09 04:29:49.726489
3306,34,F,Canada,,Organic,2024-04-30 14:30:30.600176
3307,34,F,United States,PA,Search,2024-03-20 17:56:16.757728
3308,46,F,Germany,,Search,2023-08-11 13:50:42.654529
3309,46,M,United Kingdom,,Search,2023-12-04 11:47:25.321179
3310,28,M,United States,CA,Display,2024-03-01 23:21:35.324010
3311,40,F,United States,MA,Email,2023-09-25 15:50:22.249851
3312,44,M,United Kingdom,,Facebook,2024-06-03 06:28:26.012841
3313,39,M,United States,MD,Email,2024-05-08 05:46:09.817171
3314,22,F,United States,GA,Email,2023-01-15 20:23:05.199666
3315,34,F,Australia,,Search,2024-09-19 17:53:39.706646
3316,42,M,United States,GA,Organic,2024-05-31 12:56:35.411363
3317,56,M,Australia,,Organic,2023-06-20 11:34:05.784225
3318,42,M,United States,TX,Display,2023-04-07 06:55:55.599368
3319,63,F,United States,MI,Organic,2023-05-22 09:47:52.909893
3320,33,F,United States,OH,Search,2024-03-25 10:15:12.488280
3321,18,F,United States,WI,Organic,2024-11-22 23:39:47.332179
3322,43,M,United States,NJ,Search,2023-04-04 23:41:08.877711
3323,46,F,United States,TX,Organic,2023-12-31 14:39:50.548340
3324,31,M,United States,MI,Display,2024-06-09 09:15:19.097705
3325,38,F,United States,NJ,Organic,2023-08-28 21:50:14.566195
3326,35,M,United States,MO,Email,2023-02-07 20:26:34.385704
3327,30,M,United Kingdom,,Facebook,2024-11-22 20:43:17.206058
3328,49,F,United Kingdom,,Organic,2024-05-02 09:28:16.370377
3329,27,F,United States,WI,Search,2024-09-02 21:27:25.744469
3330,30,F,United States,NJ,Display,2023-05-09 11:33:50.239311
3331,27,M,United Kingdom,,Organic,2023-01-05 05:31:00.062534
3332,28,F,United States,NY,Search,2024-10-29 13:30:28.766193
3333,22,M,United States,IL,Email,2024-10-18 19:00:43.370432
3334,51,M,United States,NY,Email,2023-05-02 13:45:13.874643
3335,19,M,United States,OH,Organic,2023-06-15 10:00:36.552199
3336,27,F,United States,AZ,Facebook,2024-05-22 11:49:01.056531
3337,39,M,United States,PA,Organic,2024-05-20 04:07:09.353176
3338,36,M,United States,AZ,Search,2023-05-04 12:06:59.336190
3339,45,M,United States,MI,Organic,2023-07-19 17:55:42.788276
3340,45,M,United States,OH,Search,2023-07-10 07:15:40.262123
3341,58,F,United States,NY,Organic,2024-10-27 17:01:17.872116
3342,41,M,United States,WA,Facebook,2023-09-22 09:39:13.720445
3343,22,F,United States,MA,Organic,2023-10-23 21:18:50.120898
3344,57,F,United States,AZ,Email,2024-06-16 05:27:03.607495
3345,32,F,United States,CA,Organic,2024-06-17 08:24:43.991356
3346,48,F,United States,NY,Organic,2024-06-15 04:49:11.338769
3347,22,F,United States,WI,Facebook,2024-01-12 00:55:15.711782
3348,18,F,United States,PA,Search,2023-06-30 02:30:03.355754
3349,43,M,United States,MI,Organic,2023-11-14 12:31:55.842842
3350,50,F,United States,MO,Organic,2024-02-29 05:13:33.570594
3351,31,F,United States,NJ,Organic,2023-04-06 15:49:36.003430
3352,31,M,United States,OH,Organic,2023-04-19 07:22:15.083458
3353,61,F,United States,CA,Organic,2023-01-09 23:36:56.785557
3354,49,M,United States,VA,Organic,2023-12-11 00:25:20.845463
3355,46,M,United States,WA,Organic,2024-11-10 08:16:34.669234
3356,36,M,United States,WA,Organic,2023-12-09 16:27:31.395836
3357,52,F,United Kingdom,,Email,2024-11-22 06:22:14.344364
3358,55,M,United States,AZ,Search,2024-09-11 11:59:34.657102
3359,52,F,United States,WA,Organic,2024-10-14 11:46:35.708036
3360,58,F,United States,OH,Email,2024-06-18 01:34:27.756606
3361,56,M,United States,VA,Facebook,2023-12-23 17:25:13.820136
3362,43,F,United States,VA,Email,2024-05-02 12:27:03.320356
3363,47,M,United Kingdom,,Search,2023-09-27 17:35:49.367313
3364,49,M,United States,GA,Email,2023-06-19 15:31:41.528955
3365,37,M,United States,VA,Display,2024-03-17 16:00:20.123815
3366,38,M,United Kingdom,,Email,2023-01-20 18:42:07.645259
3367,18,M,United Kingdom,,Organic,2024-03-27 17:36:12.322059
3368,48,F,United States,WI,Facebook,2023-11-15 19:54:32.180620
3369,31,M,United Kingdom,,Email,2023-04-14 03:46:19.741431
3370,45,F,United States,WI,Organic,2024-02-09 20:08:31.860481
3371,46,F,United Kingdom,,Display,2024-08-12 01:28:01.626391
3372,42,M,United States,FL,Search,2024-06-23 16:19:57.780528
3373,60,F,United Kingdom,,Organic,2024-05-13 03:02:20.578963
3374,18,F,United States,WA,Organic,2024-05-09 05:58:19.801026
3375,53,M,United States,IN,Search,2024-09-28 23:08:44.447936
3376,32,F,United States,PA,Email,2024-08-03 19:47:33.692815
3377,33,M,United States,MI,Facebook,2023-12-17 10:51:59.789343
3378,45,M,United States,WA,Organic,2024-02-15 06:08:24.558010
3379,29,M,France,,Facebook,2023-10-16 03:01:51.846007
3380,41,F,France,,Organic,2024-08-31 14:13:18.137562
3381,29,M,United States,MD,Email,2024-06-27 16:24:38.628192
3382,25,F,United States,IL,Search,2023-07-08 07:33:30.512710
3383,37,M,United States,WA,Search,2024-05-04 07:21:04.084127
3384,60,F,United States,PA,Organic,2024-07-25 11:20:29.587402
3385,47,F,United States,FL,Email,2023-02-18 21:20:13.615221
3386,26,F,Germany,,Search,2023-10-20 11:42:19.343495
3387,52,F,United States,MI,Search,2024-05-28 03:06:34.427417
3388,47,M,United States,PA,Search,2023-09-20 06:08:35.989946
3389,46,F,Germany,,Organic,2023-04-05 00:46:43.127255
3390,25,M,United States,PA,Search,2023-12-18 19:54:39.763087
3391,18,M,United States,MA,Organic,2024-02-01 23:08:52.274332
3392,32,M,United States,PA,Email,2023-05-21 15:48:22.477139
3393,29,F,Australia,,Search,2023-05-08 21:51:14.068009
3394,48,F,Australia,,Email,2023-05-15 07:39:54.671196
3395,51,F,United States,MA,Search,2024-03-14 18:52:04.717120
3396,32,M,United States,FL,Search,2024-08-30 20:28:53.271041
3397,40,M,United States,NY,Organic,2023-07-25 04:30:35.402581
3398,26,F,United States,FL,Search,2023-07-13 17:36:18.029026
3399,48,M,United States,CA,Organic,2024-02-14 22:51:34.278940
3400,48,F,United States,TN,Email,2024-04-15 23:07:01.739628
3401,39,F,United States,CA,Search,2023-02-12 17:44:55.117686
3402,18,M,Australia,,Email,2024-10-30 15:35:26.576151
3403,62,F,United Kingdom,,Email,2024-02-12 17:05:00.728703
3404,18,F,United States,FL,Search,2023-05-28 17:56:54.318374
3405,24,F,United States,WA,Email,2024-02-27 02:08:45.050387
3406,42,M,Australia,,Display,2023-07-06 02:02:29.109679
3407,49,F,United States,TN,Search,2024-06-13 20:06:55.860793
3408,27,F,United States,AZ,Organic,2023-08-24 14:02:36.172081
3409,35,M,United Kingdom,,Organic,2024-09-15 02:33:24.823879
3410,56,M,United States,GA,Organic,2024-10-20 16:38:58.506577
3411,24,M,United Kingdom,,Email,2023-10-06 22:19:07.296821
3412,39,F,United States,TX,Organic,2024-11-13 17:07:30.072025
3413,39,M,United States,FL,Email,2023-01-03 03:49:20.417075
3414,29,F,Germany,,Facebook,2023-10-09 06:22:49.412104
3415,41,M,United States,CA,Email,2024-02-26 08:04:26.990535
3416,54,M,United States,NC,Organic,2024-10-27 17:50:26.097491
3417,30,F,Australia,,Email,2024-07-24 12:52:10.363211
3418,28,F,United States,MA,Organic,2024-03-08 20:18:30.548899
3419,48,F,United Kingdom,,Display,2024-08-31 21:31:53.550121
3420,53,M,United States,AZ,Search,2024-04-07 03:50:14.253330
3421,33,F,United States,NJ,Facebook,2023-01-12 15:23:20.792656
3422,35,M,United States,TX,Organic,2024-11-09 17:14:21.433669
3423,35,M,France,,Organic,2023-08-16 20:49:24.063188
3424,35,F,United States,GA,Email,2024-02-29 17:37:07.226871
3425,34,M,United States,WI,Search,2024-07-09 18:32:03.672339
3426,42,F,United States,AZ,Organic,2024-10-19 08:37:25.854402
3427,55,F,United States,FL,Search,2024-05-28 23:51:57.895933
3428,45,F,United States,WI,Email,2023-05-17 13:17:34.250424
3429,55,F,United States,IN,Organic,2024-09-05 08:43:52.723541
3430,26,M,Germany,,Organic,2023-12-20 05:53:42.520637
3431,21,F,United States,TN,Search,2024-07-11 18:35:19.590330
3432,33,F,United States,MO,Facebook,2024-11-22 01:17:21.915261
3433,41,F,United States,PA,Email,2024-09-19 11:39:50.683623
3434,18,F,United States,TN,Organic,2024-04-08 20:23:14.839540
3435,20,M,United States,GA,Search,2023-05-29 03:33:56.864786
3436,25,F,Australia,,Facebook,2024-10-22 22:43:33.457231
3437,64,M,Germany,,Search,2023-03-04 14:27:16.209616
3438,35,M,United States,CA,Search,2023-04-23 03:57:09.600100
3439,31,M,United States,WA,Email,2024-06-20 09:59:17.665032
3440,46,F,United States,NC,Search,2024-04-11 03:40:08.561089
3441,18,M,United Kingdom,,Organic,2023-03-28 04:02:53.701894
3442,47,M,United States,MO,Organic,2024-03-19 11:36:34.569548
3443,36,F,United States,NY,Facebook,2024-07-10 21:04:47.299507
3444,44,F,United States,GA,Organic,2024-10-14 05:54:11.687381
3445,46,M,Canada,,Organic,2024-10-08 16:38:16.859571
3446,40,M,United States,NJ,Facebook,2023-09-21 21:46:24.301046
3447,34,M,Germany,,Search,2024-06-04 01:51:33.734895
3448,27,M,France,,Search,2023-09-25 03:43:42.534635
3449,46,M,United Kingdom,,Search,2024-07-03 13:22:32.253053
3450,41,M,United States,GA,Organic,2023-06-06 11:39:14.542658
3451,19,M,United States,MI,Facebook,2023-03-03 09:01:47.002094
3452,67,M,United States,NJ,Search,2024-06-02 09:45:52.115454
3453,18,M,United States,FL,Display,2024-02-05 23:41:43.295856
3454,39,F,United States,NJ,Facebook,2024-10-29 20:21:10.068972
3455,45,F,United States,CA,Search,2023-08-06 13:25:18.300667
3456,30,M,United States,MO,Search,2023-05-13 21:36:32.213405
3457,38,M,United States,AZ,Search,2023-08-12 18:00:07.982187
3458,45,F,United States,IL,Search,2023-12-30 19:49:23.604468
3459,42,F,United States,MD,Search,2023-06-05 11:58:41.381628
3460,21,F,United States,CA,Email,2024-01-12 19:19:17.212678
3461,63,F,United States,NJ,Search,2023-04-12 06:58:23.573065
3462,24,M,United States,GA,Search,2023-12-16 21:11:19.580775
3463,41,F,United States,IL,Email,2024-02-26 00:37:08.214267
3464,55,M,United States,TX,Organic,2024-02-24 05:11:21.044260
3465,41,F,United States,IN,Search,2024-11-24 05:37:47.572559
3466,36,F,United States,NC,Email,2024-11-28 19:03:23.596424
3467,37,M,Germany,,Organic,2024-02-06 18:43:43.722352
3468,40,F,United Kingdom,,Search,2024-08-03 01:56:48.168622
3469,56,F,United States,MI,Facebook,2024-05-07 21:33:36.026754
3470,62,F,United States,TX,Facebook,2024-11-17 19:11:56.251396
3471,18,F,United States,IL,Search,2024-08-02 12:27:46.312096
3472,37,F,United States,GA,Organic,2024-05-05 06:50:40.378123
3473,33,F,United States,PA,Facebook,2024-08-22 17:53:01.622549
3474,19,M,France,,Search,2023-10-02 06:22:19.605928
3475,67,F,United Kingdom,,Search,2024-09-30 15:55:23.031640
3476,42,F,United States,CA,Search,2024-01-19 13:26:27.169032
3477,54,F,United States,AZ,Search,2024-04-19 12:41:52.540237
3478,21,M,United States,WA,Search,2023-10-01 17:51:35.965897
