order_item_id,order_id,user_id,product_id,status,sale_price,created_at,shipped_at,returned_at
676,405,47448,172,Processing,79.35,2023-12-13 11:22:04.883461,,
677,405,47448,114,Processing,26.59,2023-12-13 11:22:04.883461,,
678,405,47448,286,Processing,49.9,2023-12-13 11:22:04.883461,,
679,406,43883,170,Complete,85.08,2023-12-13 14:13:27.324574,2023-12-15 14:13:27.324574,
680,406,43883,228,Complete,39.04,2023-12-13 14:13:27.324574,2023-12-16 14:13:27.324574,
681,407,24002,421,Returned,52.96,2023-12-13 19:03:49.805443,2023-12-15 19:03:49.805443,2023-12-25 19:03:49.805443
682,408,46266,40,Complete,29.45,2023-12-14 17:32:29.274640,2023-12-18 17:32:29.274640,
683,408,46266,176,Complete,13.96,2023-12-14 17:32:29.274640,2023-12-16 17:32:29.274640,
684,409,16619,21,Complete,45.67,2023-12-14 19:32:06.543810,2023-12-15 19:32:06.543810,
685,409,16619,267,Complete,20.56,2023-12-14 19:32:06.543810,2023-12-16 19:32:06.543810,
686,409,16619,86,Complete,13.75,2023-12-14 19:32:06.543810,2023-12-15 19:32:06.543810,
687,409,16619,436,Complete,43.84,2023-12-14 19:32:06.543810,2023-12-16 19:32:06.543810,
688,410,20286,210,Processing,9.04,2023-12-14 20:14:35.622913,,
689,410,20286,32,Processing,52.81,2023-12-14 20:14:35.622913,,
690,411,28356,353,Complete,28.07,2023-12-14 23:11:19.007837,2023-12-18 23:11:19.007837,
691,412,29887,380,Complete,48.62,2023-12-15 02:14:36.990390,2023-12-17 02:14:36.990390,
692,412,29887,456,Complete,24.08,2023-12-15 02:14:36.990390,2023-12-17 02:14:36.990390,
693,413,42561,205,Returned,39.49,2023-12-15 02:45:40.999643,2023-12-16 02:45:40.999643,2023-12-20 02:45:40.999643
694,414,31290,372,Returned,52.28,2023-12-15 07:06:38.210121,2023-12-18 07:06:38.210121,2024-01-01 07:06:38.210121
695,414,31290,160,Returned,41.82,2023-12-15 07:06:38.210121,2023-12-19 07:06:38.210121,2023-12-24 07:06:38.210121
696,414,31290,398,Returned,42.9,2023-12-15 07:06:38.210121,2023-12-19 07:06:38.210121,2023-12-28 07:06:38.210121
697,415,36748,456,Complete,23.01,2023-12-15 12:18:27.847815,2023-12-16 12:18:27.847815,
698,416,10472,100,Complete,97.1,2023-12-15 16:40:01.629280,2023-12-17 16:40:01.629280,
699,417,9640,426,Cancelled,66.75,2023-12-16 12:24:42.161736,,
700,418,7918,104,Shipped,15.99,2023-12-16 21:34:34.418777,2023-12-19 21:34:34.418777,
701,419,31865,363,Complete,42.7,2023-12-17 19:14:50.512684,2023-12-19 19:14:50.512684,
702,420,20167,243,Returned,99.82,2023-12-18 04:52:59.936341,2023-12-22 04:52:59.936341,2023-12-26 04:52:59.936341
703,420,20167,207,Returned,108.97,2023-12-18 04:52:59.936341,2023-12-20 04:52:59.936341,2023-12-23 04:52:59.936341
704,420,20167,493,Returned,16.54,2023-12-18 04:52:59.936341,2023-12-22 04:52:59.936341,2024-01-01 04:52:59.936341
705,421,3280,8,Returned,48.09,2023-12-19 21:36:48.789315,2023-12-22 21:36:48.789315,2023-12-25 21:36:48.789315
706,422,44951,377,Cancelled,54.93,2023-12-20 05:51:15.507856,,
707,422,44951,424,Cancelled,29.49,2023-12-20 05:51:15.507856,,
708,422,44951,172,Cancelled,69.44,2023-12-20 05:51:15.507856,,
709,423,31014,278,Processing,26.03,2023-12-20 06:01:25.157181,,
710,424,33139,477,Complete,99.36,2023-12-21 08:17:04.744967,2023-12-25 08:17:04.744967,
711,425,24650,258,Processing,38.02,2023-12-21 21:27:26.885730,,
712,425,24650,473,Processing,26.27,2023-12-21 21:27:26.885730,,
713,425,24650,417,Processing,43.68,2023-12-21 21:27:26.885730,,
714,425,24650,66,Processing,17.64,2023-12-21 21:27:26.885730,,
715,426,33234,465,Complete,11.24,2023-12-22 15:41:41.615193,2023-12-26 15:41:41.615193,
716,426,33234,61,Complete,36.38,2023-12-22 15:41:41.615193,2023-12-23 15:41:41.615193,
717,427,40028,473,Returned,28.77,2023-12-22 23:50:22.750217,2023-12-26 23:50:22.750217,2023-12-30 23:50:22.750217
718,427,40028,181,Returned,14.03,2023-12-22 23:50:22.750217,2023-12-26 23:50:22.750217,2024-01-02 23:50:22.750217
719,427,40028,264,Returned,30.19,2023-12-22 23:50:22.750217,2023-12-25 23:50:22.750217,2023-12-29 23:50:22.750217
720,427,40028,197,Returned,27.59,2023-12-22 23:50:22.750217,2023-12-25 23:50:22.750217,2023-12-31 23:50:22.750217
721,428,47341,121,Returned,26.39,2023-12-23 15:37:21.288777,2023-12-25 15:37:21.288777,2023-12-30 15:37:21.288777
722,429,2201,312,Complete,47.21,2023-12-23 22:16:10.411927,2023-12-24 22:16:10.411927,
723,430,33382,134,Complete,26.23,2023-12-24 15:30:46.478671,2023-12-28 15:30:46.478671,
724,431,35616,31,Shipped,22.27,2023-12-24 23:59:11.142396,2023-12-25 23:59:11.142396,
725,431,35616,237,Shipped,75.72,2023-12-24 23:59:11.142396,2023-12-25 23:59:11.142396,
726,431,35616,66,Shipped,16.4,2023-12-24 23:59:11.142396,2023-12-28 23:59:11.142396,
727,432,49056,112,Complete,38.45,2023-12-25 12:47:51.781912,2023-12-29 12:47:51.781912,
728,432,49056,463,Complete,33.6,2023-12-25 12:47:51.781912,2023-12-26 12:47:51.781912,
729,433,14992,343,Complete,8.49,2023-12-26 03:35:29.045462,2023-12-28 03:35:29.045462,
730,433,14992,376,Complete,27.12,2023-12-26 03:35:29.045462,2023-12-29 03:35:29.045462,
731,434,3733,273,Complete,13.19,2023-12-26 05:41:38.245177,2023-12-29 05:41:38.245177,
732,434,3733,295,Complete,45.28,2023-12-26 05:41:38.245177,2023-12-30 05:41:38.245177,
733,435,33411,23,Complete,14.11,2023-12-26 13:08:49.896980,2023-12-28 13:08:49.896980,
734,436,35743,417,Shipped,40.12,2023-12-26 23:35:08.926521,2023-12-29 23:35:08.926521,
735,437,44351,66,Shipped,17.31,2023-12-27 00:39:06.402247,2023-12-31 00:39:06.402247,
736,438,17297,51,Complete,89.79,2023-12-27 05:46:18.780793,2023-12-31 05:46:18.780793,
737,439,20302,244,Complete,45.33,2023-12-27 16:50:22.671048,2023-12-30 16:50:22.671048,
738,439,20302,74,Complete,50.48,2023-12-27 16:50:22.671048,2023-12-30 16:50:22.671048,
739,440,1943,405,Complete,18.07,2023-12-28 23:26:38.024366,2024-01-01 23:26:38.024366,
740,441,39503,305,Complete,67.54,2023-12-29 00:04:06.584591,2024-01-02 00:04:06.584591,
741,442,7542,200,Shipped,56.22,2023-12-29 05:29:23.312972,2023-12-30 05:29:23.312972,
742,442,7542,233,Shipped,25.43,2023-12-29 05:29:23.312972,2024-01-02 05:29:23.312972,
743,443,16503,121,Cancelled,24.59,2023-12-29 20:02:17.648559,,
744,443,16503,401,Cancelled,26.57,2023-12-29 20:02:17.648559,,
745,444,29750,55,Complete,27.73,2023-12-30 02:09:44.309573,2024-01-01 02:09:44.309573,
746,445,49404,15,Complete,39.21,2023-12-30 16:52:18.649792,2024-01-02 16:52:18.649792,
747,445,49404,251,Complete,14.37,2023-12-30 16:52:18.649792,2024-01-03 16:52:18.649792,
748,446,6231,98,Complete,76.02,2023-12-30 17:52:31.444709,2024-01-03 17:52:31.444709,
749,447,9035,84,Complete,31.76,2023-12-30 19:12:44.109190,2024-01-01 19:12:44.109190,
750,448,12289,438,Complete,21.1,2023-12-31 06:50:59.918728,2024-01-01 06:50:59.918728,
751,448,12289,330,Complete,83.66,2023-12-31 06:50:59.918728,2024-01-03 06:50:59.918728,
752,448,12289,500,Complete,16.3,2023-12-31 06:50:59.918728,2024-01-01 06:50:59.918728,
753,449,46043,196,Shipped,53.3,2023-12-31 09:25:07.651084,2024-01-03 09:25:07.651084,
754,449,46043,121,Shipped,24.48,2023-12-31 09:25:07.651084,2024-01-03 09:25:07.651084,
755,450,38152,105,Returned,35.01,2024-01-01 02:33:22.655961,2024-01-03 02:33:22.655961,2024-01-11 02:33:22.655961
756,451,31212,274,Complete,100.04,2024-01-01 11:58:37.658506,2024-01-02 11:58:37.658506,
757,451,31212,268,Complete,21.39,2024-01-01 11:58:37.658506,2024-01-05 11:58:37.658506,
758,452,39464,88,Complete,42.3,2024-01-01 18:12:12.182697,2024-01-02 18:12:12.182697,
759,453,8781,234,Complete,57.6,2024-01-02 03:01:10.929342,2024-01-04 03:01:10.929342,
760,454,11861,455,Returned,9.07,2024-01-03 10:11:17.398555,2024-01-06 10:11:17.398555,2024-01-16 10:11:17.398555
761,455,7618,6,Complete,12.95,2024-01-04 04:00:09.293008,2024-01-05 04:00:09.293008,
762,456,8159,94,Complete,24.41,2024-01-04 12:47:09.831225,2024-01-06 12:47:09.831225,
763,456,8159,131,Complete,44.0,2024-01-04 12:47:09.831225,2024-01-07 12:47:09.831225,
764,457,10859,413,Complete,12.6,2024-01-05 05:47:46.577835,2024-01-06 05:47:46.577835,
765,458,33635,58,Complete,31.82,2024-01-05 09:02:56.645179,2024-01-09 09:02:56.645179,
766,459,16164,133,Complete,71.73,2024-01-05 13:33:08.094926,2024-01-06 13:33:08.094926,
767,460,4595,475,Complete,30.84,2024-01-06 09:19:49.614428,2024-01-09 09:19:49.614428,
768,460,4595,483,Complete,40.98,2024-01-06 09:19:49.614428,2024-01-07 09:19:49.614428,
769,460,4595,482,Complete,87.49,2024-01-06 09:19:49.614428,2024-01-10 09:19:49.614428,
770,461,11433,17,Processing,19.84,2024-01-07 18:59:51.797292,,
771,461,11433,325,Processing,10.41,2024-01-07 18:59:51.797292,,
772,461,11433,388,Processing,24.29,2024-01-07 18:59:51.797292,,
773,462,20638,323,Complete,18.96,2024-01-07 21:47:32.097103,2024-01-10 21:47:32.097103,
774,463,12613,401,Cancelled,26.17,2024-01-08 09:36:54.739075,,
775,464,16589,82,Returned,24.3,2024-01-08 10:45:33.606774,2024-01-12 10:45:33.606774,2024-01-17 10:45:33.606774
776,464,16589,363,Returned,39.23,2024-01-08 10:45:33.606774,2024-01-12 10:45:33.606774,2024-01-20 10:45:33.606774
777,465,40013,445,Complete,59.39,2024-01-09 15:51:29.501759,2024-01-10 15:51:29.501759,
778,466,2310,90,Complete,29.25,2024-01-10 07:51:35.738624,2024-01-11 07:51:35.738624,
779,466,2310,331,Complete,50.88,2024-01-10 07:51:35.738624,2024-01-14 07:51:35.738624,
780,467,10077,76,Complete,26.84,2024-01-10 18:25:29.354257,2024-01-14 18:25:29.354257,
781,468,26636,120,Complete,25.84,2024-01-10 23:04:34.808506,2024-01-14 23:04:34.808506,
782,468,26636,370,Complete,69.28,2024-01-10 23:04:34.808506,2024-01-12 23:04:34.808506,
783,469,30935,288,Complete,93.57,2024-01-11 01:33:30.772925,2024-01-14 01:33:30.772925,
784,470,46149,177,Complete,18.51,2024-01-11 10:05:56.070937,2024-01-15 10:05:56.070937,
785,470,46149,278,Complete,25.9,2024-01-11 10:05:56.070937,2024-01-15 10:05:56.070937,
786,470,46149,318,Complete,35.15,2024-01-11 10:05:56.070937,2024-01-12 10:05:56.070937,
787,471,45325,135,Returned,9.84,2024-01-11 13:37:14.657455,2024-01-13 13:37:14.657455,2024-01-23 13:37:14.657455
788,471,45325,112,Returned,38.51,2024-01-11 13:37:14.657455,2024-01-13 13:37:14.657455,2024-01-26 13:37:14.657455
789,472,17555,489,Processing,18.51,2024-01-11 17:23:55.535228,,
790,473,47761,368,Complete,30.08,2024-01-12 06:46:37.711637,2024-01-15 06:46:37.711637,
791,473,47761,411,Complete,13.51,2024-01-12 06:46:37.711637,2024-01-13 06:46:37.711637,
792,473,47761,38,Complete,30.5,2024-01-12 06:46:37.711637,2024-01-16 06:46:37.711637,
793,473,47761,22,Complete,53.73,2024-01-12 06:46:37.711637,2024-01-16 06:46:37.711637,
794,474,47373,399,Complete,34.01,2024-01-12 09:27:08.841692,2024-01-14 09:27:08.841692,
795,475,35358,240,Complete,55.53,2024-01-12 22:28:51.242480,2024-01-15 22:28:51.242480,
796,475,35358,289,Complete,43.35,2024-01-12 22:28:51.242480,2024-01-16 22:28:51.242480,
797,475,35358,287,Complete,94.83,2024-01-12 22:28:51.242480,2024-01-13 22:28:51.242480,
798,476,29330,330,Returned,85.36,2024-01-13 11:57:15.480846,2024-01-15 11:57:15.480846,2024-01-25 11:57:15.480846
799,477,13145,427,Returned,54.6,2024-01-13 17:55:25.808282,2024-01-16 17:55:25.808282,2024-01-20 17:55:25.808282
800,478,17736,169,Returned,12.48,2024-01-13 20:32:01.304745,2024-01-16 20:32:01.304745,2024-01-20 20:32:01.304745
801,478,17736,240,Returned,55.6,2024-01-13 20:32:01.304745,2024-01-16 20:32:01.304745,2024-01-25 20:32:01.304745
802,479,34655,80,Shipped,33.0,2024-01-14 07:41:25.026321,2024-01-15 07:41:25.026321,
803,480,36240,83,Complete,76.96,2024-01-14 10:07:55.024567,2024-01-16 10:07:55.024567,
804,481,3783,245,Complete,15.87,2024-01-14 13:11:12.336961,2024-01-16 13:11:12.336961,
805,481,3783,406,Complete,53.4,2024-01-14 13:11:12.336961,2024-01-17 13:11:12.336961,
806,481,3783,186,Complete,21.68,2024-01-14 13:11:12.336961,2024-01-17 13:11:12.336961,
807,482,17328,284,Returned,37.57,2024-01-16 09:52:55.032847,2024-01-18 09:52:55.032847,2024-01-22 09:52:55.032847
808,482,17328,315,Returned,54.86,2024-01-16 09:52:55.032847,2024-01-18 09:52:55.032847,2024-01-24 09:52:55.032847
809,483,18000,94,Returned,22.07,2024-01-16 09:53:25.343182,2024-01-20 09:53:25.343182,2024-02-01 09:53:25.343182
810,484,42274,135,Complete,9.9,2024-01-16 14:14:49.541196,2024-01-17 14:14:49.541196,
811,485,8934,437,Complete,37.67,2024-01-16 16:48:30.976041,2024-01-17 16:48:30.976041,
812,486,46640,463,Complete,30.61,2024-01-17 02:30:30.709398,2024-01-18 02:30:30.709398,
813,486,46640,448,Complete,18.92,2024-01-17 02:30:30.709398,2024-01-19 02:30:30.709398,
814,487,32904,479,Cancelled,45.73,2024-01-17 18:09:13.162076,,
815,487,32904,40,Cancelled,28.78,2024-01-17 18:09:13.162076,,
816,487,32904,470,Cancelled,18.57,2024-01-17 18:09:13.162076,,
817,488,30795,82,Complete,22.94,2024-01-18 03:21:28.495816,2024-01-22 03:21:28.495816,
818,488,30795,489,Complete,16.98,2024-01-18 03:21:28.495816,2024-01-20 03:21:28.495816,
819,489,35743,312,Complete,49.08,2024-01-18 09:58:00.640851,2024-01-21 09:58:00.640851,
820,489,35743,155,Complete,42.87,2024-01-18 09:58:00.640851,2024-01-21 09:58:00.640851,
821,489,35743,481,Complete,67.26,2024-01-18 09:58:00.640851,2024-01-20 09:58:00.640851,
822,490,25737,232,Complete,21.4,2024-01-18 17:59:52.704538,2024-01-19 17:59:52.704538,
823,491,1796,66,Cancelled,17.49,2024-01-19 20:29:05.585096,,
824,492,1536,260,Complete,35.37,2024-01-19 22:56:51.521215,2024-01-23 22:56:51.521215,
825,492,1536,85,Complete,17.39,2024-01-19 22:56:51.521215,2024-01-20 22:56:51.521215,
826,492,1536,436,Complete,43.1,2024-01-19 22:56:51.521215,2024-01-23 22:56:51.521215,
827,492,1536,232,Complete,21.93,2024-01-19 22:56:51.521215,2024-01-22 22:56:51.521215,
828,493,2304,96,Returned,96.64,2024-01-20 02:01:15.055692,2024-01-21 02:01:15.055692,2024-01-24 02:01:15.055692
829,493,2304,179,Returned,24.55,2024-01-20 02:01:15.055692,2024-01-24 02:01:15.055692,2024-02-04 02:01:15.055692
830,494,11375,287,Complete,89.97,2024-01-20 03:48:32.192907,2024-01-24 03:48:32.192907,
831,494,11375,151,Complete,55.07,2024-01-20 03:48:32.192907,2024-01-21 03:48:32.192907,
832,495,28220,10,Complete,59.69,2024-01-20 13:04:46.881780,2024-01-23 13:04:46.881780,
833,496,7955,300,Shipped,26.24,2024-01-22 12:20:33.671339,2024-01-24 12:20:33.671339,
834,497,14911,337,Complete,26.3,2024-01-23 04:32:40.072262,2024-01-26 04:32:40.072262,
835,497,14911,123,Complete,26.95,2024-01-23 04:32:40.072262,2024-01-27 04:32:40.072262,
836,497,14911,102,Complete,101.25,2024-01-23 04:32:40.072262,2024-01-25 04:32:40.072262,
837,498,27729,215,Returned,12.11,2024-01-24 02:26:00.125864,2024-01-27 02:26:00.125864,2024-02-10 02:26:00.125864
838,498,27729,235,Returned,70.67,2024-01-24 02:26:00.125864,2024-01-26 02:26:00.125864,2024-02-04 02:26:00.125864
839,498,27729,448,Returned,18.58,2024-01-24 02:26:00.125864,2024-01-25 02:26:00.125864,2024-01-30 02:26:00.125864
840,498,27729,413,Returned,13.21,2024-01-24 02:26:00.125864,2024-01-28 02:26:00.125864,2024-02-03 02:26:00.125864
841,499,34467,498,Complete,49.04,2024-01-24 08:57:48.755590,2024-01-26 08:57:48.755590,
842,499,34467,157,Complete,33.49,2024-01-24 08:57:48.755590,2024-01-27 08:57:48.755590,
843,500,5220,308,Returned,35.55,2024-01-24 09:40:41.212236,2024-01-27 09:40:41.212236,2024-02-10 09:40:41.212236
844,501,32176,485,Complete,64.05,2024-01-24 12:34:29.119410,2024-01-26 12:34:29.119410,
845,502,17615,314,Returned,38.58,2024-01-26 11:49:49.788325,2024-01-30 11:49:49.788325,2024-02-11 11:49:49.788325
846,503,18506,325,Complete,10.6,2024-01-26 11:51:08.704112,2024-01-27 11:51:08.704112,
847,504,48715,326,Complete,15.44,2024-01-26 18:03:53.805489,2024-01-27 18:03:53.805489,
848,505,5552,366,Complete,60.66,2024-01-27 21:44:21.416342,2024-01-28 21:44:21.416342,
849,506,36003,186,Returned,24.34,2024-01-29 01:52:13.381865,2024-01-31 01:52:13.381865,2024-02-05 01:52:13.381865
850,507,16027,98,Complete,76.79,2024-01-29 06:25:11.015451,2024-01-31 06:25:11.015451,
851,508,29271,45,Complete,48.57,2024-01-29 08:28:47.845025,2024-01-31 08:28:47.845025,
852,508,29271,169,Complete,11.27,2024-01-29 08:28:47.845025,2024-01-30 08:28:47.845025,
853,509,40184,411,Complete,13.82,2024-01-29 18:03:35.243817,2024-02-01 18:03:35.243817,
854,510,21668,486,Complete,67.73,2024-01-29 19:15:36.614987,2024-02-01 19:15:36.614987,
855,511,9673,284,Shipped,38.87,2024-02-02 02:25:53.095306,2024-02-04 02:25:53.095306,
856,512,9660,17,Processing,17.7,2024-02-02 06:08:32.652732,,
857,512,9660,21,Processing,48.18,2024-02-02 06:08:32.652732,,
858,513,35017,390,Complete,33.55,2024-02-02 08:16:56.726727,2024-02-05 08:16:56.726727,
859,513,35017,13,Complete,170.82,2024-02-02 08:16:56.726727,2024-02-04 08:16:56.726727,
860,513,35017,196,Complete,46.81,2024-02-02 08:16:56.726727,2024-02-04 08:16:56.726727,
861,514,10761,449,Complete,74.52,2024-02-02 11:18:05.369655,2024-02-06 11:18:05.369655,
862,515,36091,66,Complete,17.78,2024-02-02 11:59:04.775892,2024-02-04 11:59:04.775892,
863,516,37362,108,Complete,32.31,2024-02-03 17:27:08.471790,2024-02-04 17:27:08.471790,
864,517,33005,479,Complete,49.44,2024-02-05 23:42:41.572442,2024-02-06 23:42:41.572442,
865,518,23453,416,Returned,57.48,2024-02-06 10:38:26.994935,2024-02-07 10:38:26.994935,2024-02-21 10:38:26.994935
866,519,23274,73,Complete,31.63,2024-02-06 13:00:01.918612,2024-02-10 13:00:01.918612,
867,520,7924,45,Complete,47.61,2024-02-06 17:29:19.268507,2024-02-10 17:29:19.268507,
868,520,7924,288,Complete,92.68,2024-02-06 17:29:19.268507,2024-02-10 17:29:19.268507,
869,521,12220,430,Complete,45.93,2024-02-07 14:40:22.511183,2024-02-11 14:40:22.511183,
870,521,12220,328,Complete,21.56,2024-02-07 14:40:22.511183,2024-02-11 14:40:22.511183,
871,521,12220,349,Complete,23.23,2024-02-07 14:40:22.511183,2024-02-09 14:40:22.511183,
872,522,28121,447,Returned,13.11,2024-02-08 04:23:28.894423,2024-02-10 04:23:28.894423,2024-02-14 04:23:28.894423
873,523,4647,460,Returned,50.04,2024-02-08 05:47:57.323585,2024-02-09 05:47:57.323585,2024-02-18 05:47:57.323585
874,524,14318,309,Returned,62.03,2024-02-09 00:05:45.213501,2024-02-11 00:05:45.213501,2024-02-15 00:05:45.213501
875,525,3411,293,Complete,47.75,2024-02-09 07:55:19.309217,2024-02-10 07:55:19.309217,
876,525,3411,263,Complete,42.67,2024-02-09 07:55:19.309217,2024-02-10 07:55:19.309217,
877,526,11065,253,Complete,57.6,2024-02-09 12:42:41.799511,2024-02-10 12:42:41.799511,
878,526,11065,324,Complete,18.05,2024-02-09 12:42:41.799511,2024-02-10 12:42:41.799511,
879,527,32145,112,Complete,40.12,2024-02-09 19:58:06.580812,2024-02-13 19:58:06.580812,
880,528,22631,298,Returned,39.25,2024-02-09 20:36:06.161104,2024-02-13 20:36:06.161104,2024-02-27 20:36:06.161104
881,529,8729,348,Complete,50.52,2024-02-10 14:47:55.833704,2024-02-13 14:47:55.833704,
882,530,38066,407,Returned,26.55,2024-02-11 12:36:55.728350,2024-02-15 12:36:55.728350,2024-02-20 12:36:55.728350
883,530,38066,340,Returned,62.93,2024-02-11 12:36:55.728350,2024-02-12 12:36:55.728350,2024-02-17 12:36:55.728350
884,531,21480,434,Shipped,42.16,2024-02-12 02:35:38.954909,2024-02-14 02:35:38.954909,
885,532,37884,314,Returned,36.31,2024-02-12 18:55:51.441944,2024-02-16 18:55:51.441944,2024-02-23 18:55:51.441944
886,533,29034,497,Complete,18.98,2024-02-12 20:44:53.311384,2024-02-14 20:44:53.311384,
887,533,29034,147,Complete,64.81,2024-02-12 20:44:53.311384,2024-02-14 20:44:53.311384,
888,534,25587,256,Complete,48.75,2024-02-13 01:18:05.895443,2024-02-17 01:18:05.895443,
889,535,11193,494,Returned,16.9,2024-02-13 01:55:05.096725,2024-02-17 01:55:05.096725,2024-02-29 01:55:05.096725
890,536,26986,80,Returned,32.2,2024-02-13 08:41:26.717099,2024-02-16 08:41:26.717099,2024-02-23 08:41:26.717099
891,537,25028,173,Complete,34.52,2024-02-13 12:42:49.744502,2024-02-17 12:42:49.744502,
892,537,25028,278,Complete,24.53,2024-02-13 12:42:49.744502,2024-02-15 12:42:49.744502,
893,538,49627,255,Returned,19.09,2024-02-13 20:45:42.492043,2024-02-14 20:45:42.492043,2024-02-28 20:45:42.492043
894,539,262,155,Complete,40.97,2024-02-14 11:35:09.367069,2024-02-16 11:35:09.367069,
895,539,262,265,Complete,26.23,2024-02-14 11:35:09.367069,2024-02-18 11:35:09.367069,
896,540,16287,253,Complete,56.36,2024-02-14 14:39:42.248208,2024-02-17 14:39:42.248208,
897,540,16287,24,Complete,70.69,2024-02-14 14:39:42.248208,2024-02-17 14:39:42.248208,
898,540,16287,11,Complete,26.2,2024-02-14 14:39:42.248208,2024-02-16 14:39:42.248208,
899,540,16287,403,Complete,18.94,2024-02-14 14:39:42.248208,2024-02-18 14:39:42.248208,
900,541,16001,470,Complete,19.62,2024-02-14 19:45:14.952735,2024-02-17 19:45:14.952735,
901,542,13387,238,Complete,57.54,2024-02-15 08:42:15.479876,2024-02-17 08:42:15.479876,
902,542,13387,220,Complete,34.29,2024-02-15 08:42:15.479876,2024-02-17 08:42:15.479876,
903,542,13387,246,Complete,111.95,2024-02-15 08:42:15.479876,2024-02-18 08:42:15.479876,
904,543,49622,404,Complete,24.39,2024-02-15 19:23:42.621147,2024-02-18 19:23:42.621147,
905,543,49622,286,Complete,44.26,2024-02-15 19:23:42.621147,2024-02-17 19:23:42.621147,
906,544,21310,21,Complete,47.36,2024-02-16 10:19:56.832355,2024-02-20 10:19:56.832355,
907,544,21310,314,Complete,37.63,2024-02-16 10:19:56.832355,2024-02-18 10:19:56.832355,
908,545,44105,337,Complete,25.75,2024-02-17 08:34:11.828890,2024-02-20 08:34:11.828890,
909,546,39007,324,Complete,18.9,2024-02-17 12:06:08.999666,2024-02-21 12:06:08.999666,
910,547,716,173,Shipped,35.73,2024-02-17 16:18:46.078414,2024-02-19 16:18:46.078414,
911,547,716,165,Shipped,62.34,2024-02-17 16:18:46.078414,2024-02-18 16:18:46.078414,
912,547,716,42,Shipped,76.67,2024-02-17 16:18:46.078414,2024-02-19 16:18:46.078414,
913,548,45546,83,Complete,74.7,2024-02-18 16:05:02.642110,2024-02-22 16:05:02.642110,
914,548,45546,320,Complete,9.93,2024-02-18 16:05:02.642110,2024-02-22 16:05:02.642110,
915,548,45546,414,Complete,22.98,2024-02-18 16:05:02.642110,2024-02-22 16:05:02.642110,
916,549,30059,323,Complete,17.51,2024-02-18 19:07:08.801021,2024-02-20 19:07:08.801021,
917,549,30059,362,Complete,62.66,2024-02-18 19:07:08.801021,2024-02-21 19:07:08.801021,
918,549,30059,16,Complete,56.83,2024-02-18 19:07:08.801021,2024-02-22 19:07:08.801021,
919,550,19431,444,Complete,41.53,2024-02-18 20:05:49.447408,2024-02-19 20:05:49.447408,
920,551,47588,112,Shipped,39.61,2024-02-19 03:09:58.788502,2024-02-22 03:09:58.788502,
921,552,16069,6,Processing,13.06,2024-02-20 05:30:29.353704,,
922,553,20230,134,Returned,25.9,2024-02-20 10:00:01.509752,2024-02-21 10:00:01.509752,2024-02-29 10:00:01.509752
923,554,36871,290,Complete,9.78,2024-02-20 23:26:58.025628,2024-02-22 23:26:58.025628,
924,555,34825,211,Complete,16.42,2024-02-21 08:59:54.406817,2024-02-25 08:59:54.406817,
925,555,34825,333,Complete,28.11,2024-02-21 08:59:54.406817,2024-02-25 08:59:54.406817,
926,555,34825,478,Complete,19.15,2024-02-21 08:59:54.406817,2024-02-22 08:59:54.406817,
927,555,34825,384,Complete,56.92,2024-02-21 08:59:54.406817,2024-02-23 08:59:54.406817,
928,556,328,477,Returned,102.87,2024-02-21 20:28:21.206609,2024-02-22 20:28:21.206609,2024-03-01 20:28:21.206609
929,557,2035,490,Complete,22.52,2024-02-21 22:02:50.755825,2024-02-23 22:02:50.755825,
930,558,3994,439,Returned,33.8,2024-02-24 22:16:54.517611,2024-02-27 22:16:54.517611,2024-03-07 22:16:54.517611
931,558,3994,18,Returned,13.29,2024-02-24 22:16:54.517611,2024-02-27 22:16:54.517611,2024-03-02 22:16:54.517611
932,558,3994,98,Returned,71.81,2024-02-24 22:16:54.517611,2024-02-25 22:16:54.517611,2024-03-10 22:16:54.517611
933,559,10650,499,Returned,79.71,2024-02-25 05:52:52.056819,2024-02-26 05:52:52.056819,2024-03-04 05:52:52.056819
934,560,42481,358,Complete,34.55,2024-02-25 10:55:40.526011,2024-02-27 10:55:40.526011,
935,561,4097,392,Complete,34.71,2024-02-26 05:58:35.633455,2024-02-27 05:58:35.633455,
936,562,19191,5,Complete,50.95,2024-02-26 06:39:52.433980,2024-02-28 06:39:52.433980,
937,562,19191,357,Complete,48.81,2024-02-26 06:39:52.433980,2024-02-27 06:39:52.433980,
938,563,28021,237,Complete,79.54,2024-02-26 13:44:50.587498,2024-02-29 13:44:50.587498,
939,564,48031,100,Returned,110.21,2024-02-27 08:04:56.649324,2024-02-28 08:04:56.649324,2024-03-06 08:04:56.649324
940,565,40735,443,Returned,20.33,2024-02-27 10:00:10.704198,2024-02-28 10:00:10.704198,2024-03-11 10:00:10.704198
941,566,15613,304,Complete,30.46,2024-02-28 07:32:07.710669,2024-02-29 07:32:07.710669,
942,567,8086,50,Complete,81.72,2024-02-28 12:14:07.021331,2024-03-02 12:14:07.021331,
943,567,8086,385,Complete,159.58,2024-02-28 12:14:07.021331,2024-02-29 12:14:07.021331,
944,567,8086,461,Complete,28.04,2024-02-28 12:14:07.021331,2024-02-29 12:14:07.021331,
945,567,8086,141,Complete,36.46,2024-02-28 12:14:07.021331,2024-02-29 12:14:07.021331,
